Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-28 23:36:16.724][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1610215716, vt=2/96, sts=64413/1428825586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:40:42.202][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1875693466, vt=2/96, sts=36748/1452661201/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:47:13.413][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-2028062386, vt=2/96, sts=57832/1487944786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:47:57.379][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1984097432, vt=2/96, sts=9280/1491908386/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:48:41.460][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1940018528, vt=2/96, sts=26632/1495864786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:04:42.270][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-979205072, vt=2/96, sts=14999/1582315186/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:08:14.565][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-766910825, vt=2/96, sts=25578/1601355586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:10:43.087][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-618388089, vt=2/96, sts=15751/1614812387/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:19:40.622][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-80867415, vt=2/96, sts=22495/1663113587/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:24:50.668][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=229192686, vt=2/96, sts=4704/1690995586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:33:36.463][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=754970286, vt=2/96, sts=60872/1738238387/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:38:45.241][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1063765326, vt=2/96, sts=35606/1765882802/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:44:15.897][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1394419573, vt=2/96, sts=17216/1795517997/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:10:33.522][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1322920623, vt=2/96, sts=20956/1937228397/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:21:02.421][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-694041232, vt=2/96, sts=57494/1994421587/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:24:03.521][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-513037593, vt=2/96, sts=53114/2010128405/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:28:56.024][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-220472353, vt=2/96, sts=26364/2036573986/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:33:05.152][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=28647848, vt=2/96, sts=49550/2059001986/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:34:09.388][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=92932387, vt=2/96, sts=8805/2065208391/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:35:38.518][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=182065444, vt=2/96, sts=40685/2073041993/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:37:29.596][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=293153613, vt=2/96, sts=16200/2082913546/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:44:10.094][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=693628509, vt=2/96, sts=31288/2118689989/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:44:35.917][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=719448163, vt=2/96, sts=40314/2120965187/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:59:12.884][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1596440715, vt=2/96, sts=8011/2199826786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:07:05.355][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=2068872639, vt=2/96, sts=41284/2242691988/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:15:25.986][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1725424167, vt=2/96, sts=19322/2287681186/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:17:41.226][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1590213825, vt=2/96, sts=664/2299838389/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:24:36.734][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1174757214, vt=2/96, sts=13183/2337012005/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:32:31.725][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-699759951, vt=2/96, sts=48334/2379848751/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:44:42.260][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=30849573, vt=2/96, sts=37329/2445425986/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:49:25.360][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=313947606, vt=2/96, sts=8091/2471223586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:51:24.208][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=432764698, vt=2/96, sts=50643/2482088393/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:02:26.639][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1095228451, vt=2/96, sts=56943/2542042786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:06:51.882][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1360380924, vt=2/96, sts=13552/2565017993/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 03:14:06.981][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1795570506, vt=2/96, sts=31556/2604189586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:22:58.157][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1968244673, vt=2/96, sts=17041/2652314386/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:29:00.465][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1605942712, vt=2/96, sts=9428/2684858411/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:31:46.274][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1440102925, vt=2/96, sts=1172/2699697586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:35:46.109][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1200267974, vt=2/96, sts=18332/2720807986/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:38:53.593][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1012784608, vt=2/96, sts=22903/2738609986/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:51:07.975][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-278402317, vt=2/96, sts=20778/2805008386/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:59:02.244][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=195823733, vt=2/96, sts=35999/2847139546/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:01:02.755][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=316377585, vt=2/96, sts=8068/2857906787/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:03:44.535][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=478141633, vt=2/96, sts=62917/2872450786/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:06:04.736][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=618330642, vt=2/96, sts=45087/2884658391/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:08:04.119][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=737686127, vt=2/96, sts=21132/2895371993/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:17:49.618][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1323240766, vt=2/96, sts=30330/2948486391/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:19:24.135][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1417757330, vt=2/96, sts=63841/2956942786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:22:33.218][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1606840894, vt=2/96, sts=65102/2974006786/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:24:34.189][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1727811258, vt=2/96, sts=40593/2984558401/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:28:05.053][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1938663028, vt=2/96, sts=47745/3003519586/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:36:00.596][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1880804965, vt=2/96, sts=14437/3046229989/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:41:23.212][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1558132964, vt=2/96, sts=65168/3076091988/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:46:46.007][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1235337750, vt=2/96, sts=42997/3104557187/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:54:00.088][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-801282992, vt=2/96, sts=61790/3143415589/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:00:48.899][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-392445648, vt=2/96, sts=42937/3181093186/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:03:37.626][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-223718242, vt=2/96, sts=33246/3195738010/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:09:34.432][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=133087240, vt=2/96, sts=26553/3227810386/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:11:30.430][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=249085124, vt=2/96, sts=594/3238023586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:23:15.336][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=953911057, vt=2/96, sts=53645/3301552786/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 05:29:08.000][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1306632943, vt=2/96, sts=48111/3333279587/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:31:55.217][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1473872518, vt=2/96, sts=42026/3348424786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:32:18.075][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1496730182, vt=2/96, sts=50806/3350620805/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:36:31.927][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1750582458, vt=2/96, sts=7998/3373297193/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:38:03.738][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1842382232, vt=2/96, sts=42166/3381937207/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:47:50.053][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1866259620, vt=2/96, sts=46754/3434137199/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 05:51:41.131][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1635181338, vt=2/96, sts=64052/3454992005/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:55:48.599][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1387769673, vt=2/96, sts=11872/3477614387/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:56:35.450][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1340861917, vt=2/96, sts=23476/3481646387/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 05:59:55.720][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1140591860, vt=2/96, sts=12095/3499469986/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:01:48.265][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1028046860, vt=2/96, sts=47516/3509978401/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:09:25.888][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-570423975, vt=2/96, sts=62918/3551112003/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:16:06.516][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-169796092, vt=2/96, sts=59969/3587112013/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:24:15.494][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=319122034, vt=2/96, sts=19232/3630700799/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:31:56.562][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=780250003, vt=2/96, sts=39352/3672784789/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:32:43.274][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=826961249, vt=2/96, sts=54874/3677050786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:34:39.145][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=942833460, vt=2/96, sts=25772/3687098393/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:36:10.371][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1034059199, vt=2/96, sts=57109/3695695211/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:40:05.718][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1269404784, vt=2/96, sts=465/3716265586/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:44:17.395][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1521006259, vt=2/96, sts=18117/3739251587/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:47:23.106][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1706777112, vt=2/96, sts=14346/3756585588/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:50:04.603][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1868290858, vt=2/96, sts=64615/3770528758/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:50:49.071][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1912733939, vt=2/96, sts=12535/3774304787/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:01:04.345][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1766934085, vt=2/96, sts=58284/3830022008/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:22:14.832][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-496447196, vt=2/96, sts=2919/3944350786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:23:23.397][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-427905060, vt=2/96, sts=24126/3950305186/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:29:11.163][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-80117043, vt=2/96, sts=3974/3981398405/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:34:20.961][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=229622866, vt=2/96, sts=38095/4009478389/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:36:18.675][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=347310215, vt=2/96, sts=10500/4020188392/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:37:32.775][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=421496167, vt=2/96, sts=33084/4026513586/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:41:03.835][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=632555407, vt=2/96, sts=34629/4045481999/0x270650a, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:44:52.229][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=860948872, vt=2/96, sts=42487/4066178411/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:48:16.450][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1065170521, vt=2/96, sts=41885/4084362002/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:55:25.745][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1494415203, vt=2/96, sts=46150/4123720786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:57:18.379][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1607082690, vt=2/96, sts=10082/4133872786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:10:11.441][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1914805497, vt=2/96, sts=57690/4203799186/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:11:20.521][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1845725858, vt=2/96, sts=15241/4210084786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:12:49.518][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=-1756728812, vt=2/96, sts=44316/4218022786/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:21:48.039][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1218210327, vt=2/96, sts=28529/4266529547/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:24:28.057][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-1058190026, vt=2/96, sts=17356/4280921991/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:25:34.032][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-992214408, vt=2/96, sts=39627/4286861989/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:25:56.046][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=-970200264, vt=2/96, sts=46928/4288870787/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:42:43.504][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=37257074, vt=2/96, sts=55120/84511890/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:44:17.102][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=130855029, vt=2/96, sts=21309/92961105/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:55:01.937][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=775690872, vt=2/96, sts=35177/151025490/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:55:49.526][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=823278918, vt=2/96, sts=46377/155237492/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:01:14.665][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1148418017, vt=2/96, sts=52159/184534290/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:03:11.239][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1264992360, vt=2/96, sts=21410/195006705/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:04:43.628][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1357380894, vt=2/96, sts=48773/203319090/0x270650a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:14:26.801][Trace][40171][74yk21e1] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 321B, age=1940554802, vt=2/96, sts=29096/255803503/0x270650a, muxer (nil) lost_rate:00% req_id:
