Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 00:44:48.192][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1418713527, vt=2/96, sts=51058/1798808476/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:53:49.167][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1959688057, vt=2/96, sts=51321/1847516476/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:56:36.443][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=2126964105, vt=2/96, sts=34185/1862539276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:05:08.597][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1655854584, vt=2/96, sts=2904/1908662476/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:39:13.005][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=388558470, vt=2/96, sts=35019/2092651277/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:38:34.687][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=-344728048, vt=2/96, sts=48513/2413184478/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:31:49.636][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1444744707, vt=2/96, sts=37635/2700727276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:17:14.865][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=1280482677, vt=2/96, sts=32377/2945923285/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:39:26.477][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1682871732, vt=2/96, sts=45545/3065785276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:53:52.351][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-816999001, vt=2/96, sts=36581/3143761276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:09:34.065][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=124714982, vt=2/96, sts=17782/3228501677/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:10:54.705][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=205356246, vt=2/96, sts=47936/3235719677/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:23:11.867][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=942517324, vt=2/96, sts=59668/3302107276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:48:00.334][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1736016446, vt=2/96, sts=41297/3760005676/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:20:11.962][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-627323307, vt=2/96, sts=45463/3933835276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:54:05.309][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1406026471, vt=2/96, sts=38997/4116834076/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:26:19.591][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1950374062, vt=2/96, sts=47789/643887180/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:26:42.102][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=1277916509, vt=2/96, sts=30254/969953591/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:51:34.230][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=-1524934714, vt=2/96, sts=58661/1104204781/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:36:48.283][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=1175995990, vt=2/96, sts=29754/64958405/0x26d7e04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:13:44.605][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=-1791931116, vt=2/96, sts=7908/159580800/0x283e20e, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:25:09.132][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 472B, age=-1107412547, vt=2/96, sts=48420/221191201/0x283e20e, muxer (nil) lost_rate:00% req_id:
[2023-11-02 13:49:42.208][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1024268230, vt=2/96, sts=8926/52469190/0x283e50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:07:20.742][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 321B, age=-660695223, vt=2/96, sts=30976/169592401/0x274800f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:12:33.929][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 176B, age=-347516946, vt=2/96, sts=43733/197388000/0x274800f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:20:59.673][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-536743172, vt=2/96, sts=57306/567223200/0x274800f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:30:27.929][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=31523572, vt=2/96, sts=23126/33793204/0x283df0a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:02:09.244][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=1237871904, vt=2/96, sts=62630/98157600/0x283df0e, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:01:17.951][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 321B, age=-2037929591, vt=2/96, sts=58817/21286801/0x28b0c09, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:33:38.580][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 1404B, age=-97308895, vt=2/96, sts=25439/195951330/0x28b0c09, muxer (nil) lost_rate:00% req_id:
[2023-11-03 12:34:34.929][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 321B, age=-735929590, vt=2/96, sts=58741/525005737/0x28b0c09, muxer (nil) lost_rate:00% req_id:
[2023-11-03 12:51:42.278][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 1404B, age=291417857, vt=2/96, sts=11595/617471730/0x28b0c09, muxer (nil) lost_rate:00% req_id:
[2023-11-07 19:51:18.886][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=1700834816, vt=2/96, sts=50/0/0x26d2308, muxer (nil) lost_rate:00% req_id:
[2023-11-07 19:57:24.625][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=2066578595, vt=2/96, sts=4176/32845500/0x26d2308, muxer (nil) lost_rate:00% req_id:
[2023-11-07 20:01:35.461][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-1977544847, vt=2/96, sts=48457/55427026/0x26d2308, muxer (nil) lost_rate:00% req_id:
[2023-11-07 20:17:38.876][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-1014128801, vt=2/96, sts=13208/142204486/0x26d2308, muxer (nil) lost_rate:00% req_id:
[2023-11-07 20:21:47.986][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-765020405, vt=2/96, sts=31582/164551846/0x26d2308, muxer (nil) lost_rate:00% req_id:
[2023-11-07 20:26:18.817][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-494192779, vt=2/96, sts=63150/188833756/0x26d2308, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:51:05.623][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14424) ps rtp packet 1404B, age=84366620, vt=2/96, sts=51775/111351240/0x26d6107, muxer (nil) lost_rate:00% req_id:
[2023-10-31 10:00:31.231][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14436) ps rtp packet 321B, age=1400951574, vt=2/96, sts=27826/48070801/0x283aa03, muxer (nil) lost_rate:00% req_id:
[2023-11-01 23:19:02.939][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-1726289956, vt=2/96, sts=11977/37206001/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:13:21.080][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=1531854311, vt=2/96, sts=34128/330433200/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:37:51.071][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=-1293121200, vt=2/96, sts=20371/462726001/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:40:01.501][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-1162693613, vt=2/96, sts=65490/474433200/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:18:10.800][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1126598771, vt=2/96, sts=28589/680497200/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:37:35.472][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-2003692881, vt=2/96, sts=37516/785314800/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:44:10.445][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-1608714530, vt=2/96, sts=42011/820807470/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:49:10.576][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-1308597377, vt=2/96, sts=14426/847868400/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:50:05.794][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=-1253366219, vt=2/96, sts=33155/852818409/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:05:05.351][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-353809867, vt=2/96, sts=58722/933793200/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:53:30.625][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-1743511303, vt=2/96, sts=55727/1195268400/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:20:59.871][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-94259514, vt=2/96, sts=61827/1343692800/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:22:33.874][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-263231, vt=2/96, sts=28296/1352152800/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:30:31.511][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=477382000, vt=2/96, sts=61675/1395086421/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:54:23.611][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=1909483171, vt=2/96, sts=31969/1523962807/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:54:41.952][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=1927824584, vt=2/96, sts=36507/1525672802/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:43:27.773][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=558678370, vt=2/96, sts=62663/1788991200/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:56:41.838][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=1352743181, vt=2/96, sts=62006/1860397206/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:01:52.030][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1662932103, vt=2/96, sts=27240/1888365600/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:13:29.944][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=-1934119769, vt=2/96, sts=51017/1951182001/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:20:34.823][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-1509243033, vt=2/96, sts=2300/1989367470/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:26:01.994][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-1182073463, vt=2/96, sts=51867/2018858400/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:32:07.001][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-817065016, vt=2/96, sts=47003/2051715600/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:45:38.763][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-5300516, vt=2/96, sts=1201/2124770401/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:50:43.001][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=298924703, vt=2/96, sts=43820/2152152000/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:36:46.864][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-1232176842, vt=2/96, sts=31818/2400832800/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:46:16.089][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=-662939948, vt=2/96, sts=27468/2452118401/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:10:26.956][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=787926963, vt=2/96, sts=30105/2582654411/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:13:35.130][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=976099954, vt=2/96, sts=25327/2599599603/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:04:13.408][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=-280606049, vt=2/96, sts=3341/2873052005/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:30:35.826][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1301829289, vt=2/96, sts=51272/3015450000/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:37:08.008][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1694006829, vt=2/96, sts=48147/3050719200/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:37:59.184][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 554B, age=1745181051, vt=2/96, sts=64864/3055338000/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:41:31.076][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=1957078100, vt=2/96, sts=3068/3074450400/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:45:19.991][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=-2108974559, vt=2/96, sts=11782/3095006418/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:47:34.603][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-1974361971, vt=2/96, sts=55335/3107156400/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:47:53.075][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-1955891150, vt=2/96, sts=61113/3108772800/0xd4c10a, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:13:17.424][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1014408973, vt=2/96, sts=33415/54234000/0x270650c, muxer (nil) lost_rate:00% req_id:
[2023-11-03 21:02:06.593][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-351389561, vt=2/96, sts=55059/317844001/0x270650c, muxer (nil) lost_rate:00% req_id:
[2023-11-03 21:13:09.009][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=311026728, vt=2/96, sts=23809/377456404/0x270650c, muxer (nil) lost_rate:00% req_id:
[2023-11-07 10:35:12.710][Trace][27734][mp760372] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 472B, age=-1602918306, vt=2/96, sts=11147/24534001/0x2836c07, muxer (nil) lost_rate:00% req_id:
