Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-28 09:18:24.776][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1464495840, vt=2/96, sts=64852/4216334386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:19:58.644][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1558350796, vt=2/96, sts=20222/4224783587/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:21:14.372][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1634091618, vt=2/96, sts=37082/4231594789/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:22:10.624][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1690345596, vt=2/96, sts=49406/4236663586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:23:35.015][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1774734477, vt=2/96, sts=2292/4244259586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:24:31.307][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1831026587, vt=2/96, sts=14803/4249324787/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:26:23.815][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1943536131, vt=2/96, sts=39665/4259444386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:30:57.594][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-2077651152, vt=2/96, sts=33971/4284082789/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:32:20.940][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-1994324258, vt=2/96, sts=51154/4291588787/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:37:46.394][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1268B, age=-1668852040, vt=2/96, sts=57629/25911090/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:50:10.306][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-924956304, vt=2/96, sts=9045/92489493/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:57:49.082][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-466163205, vt=2/96, sts=34309/133799490/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:07:44.308][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=129059350, vt=2/96, sts=60926/187371090/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:11:18.366][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=343113402, vt=2/96, sts=3823/206649090/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 10:11:44.439][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=369184781, vt=2/96, sts=4862/208967490/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:12:13.091][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=397835513, vt=2/96, sts=5863/211545090/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:13:56.219][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=500958094, vt=2/96, sts=10079/220822291/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:17:05.087][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=689839726, vt=2/96, sts=17351/237821495/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:17:33.199][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=717953557, vt=2/96, sts=18678/240363360/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:25:58.918][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1223672994, vt=2/96, sts=39454/285881490/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:26:50.892][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1275644102, vt=2/96, sts=41394/290557890/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 10:32:27.895][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1612650103, vt=2/96, sts=54970/320887891/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 10:38:59.230][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=2003977871, vt=2/96, sts=5118/356103091/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 10:53:48.627][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1401584981, vt=2/96, sts=40771/436138290/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 11:29:25.418][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=735199919, vt=2/96, sts=64887/628435891/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 11:40:17.257][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1387041177, vt=2/96, sts=44014/687151890/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 11:47:30.859][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1820626734, vt=2/96, sts=8702/726139890/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 12:02:15.758][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1589421164, vt=2/96, sts=63194/805779090/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:03:59.278][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-1485905412, vt=2/96, sts=2570/815121091/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 12:13:55.208][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-889973655, vt=2/96, sts=30830/868750291/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 12:26:46.069][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-119112840, vt=2/96, sts=4113/938061360/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 12:29:21.160][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=35960786, vt=2/96, sts=11692/952075891/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 12:32:58.999][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=253819859, vt=2/96, sts=21685/971667360/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:08:01.273][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=63734061, vt=2/96, sts=50/0/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:11:01.425][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14232) ps rtp packet 1404B, age=243888542, vt=2/96, sts=24553/16362360/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:17:59.866][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=662332483, vt=2/96, sts=12976/54043200/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:25:46.690][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 321B, age=1129153601, vt=2/96, sts=7430/96012004/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:30:13.704][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14264) ps rtp packet 321B, age=1396173173, vt=2/96, sts=41916/120049206/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:32:45.814][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 321B, age=1548266993, vt=2/96, sts=61468/133736401/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:34:17.894][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14232) ps rtp packet 1404B, age=1640360949, vt=2/96, sts=7945/142048800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:35:56.021][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 321B, age=1738477002, vt=2/96, sts=20851/150886806/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:54:21.161][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=-1645658593, vt=2/96, sts=36/0/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:01:01.213][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 321B, age=-1245605970, vt=2/96, sts=40558/35931606/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:02:51.948][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=-1134871709, vt=2/96, sts=52567/45921600/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:05:19.796][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=-987020648, vt=2/96, sts=1868/58953600/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:10:12.559][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=-694258568, vt=2/96, sts=16770/85276800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:44:43.851][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=1377025456, vt=2/96, sts=22964/271695600/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:47:27.210][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 321B, age=1540386908, vt=2/96, sts=27000/286300816/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:50:06.431][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=1699610758, vt=2/96, sts=31448/300726000/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:06:51.605][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 321B, age=-1590173199, vt=2/96, sts=45/391025170/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:21:41.279][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14312) ps rtp packet 1404B, age=1190085158, vt=2/96, sts=58072/77461200/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:46:14.225][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14312) ps rtp packet 1404B, age=-1631944967, vt=2/96, sts=45969/209376000/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:47:27.864][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14512) ps rtp packet 1404B, age=-738172352, vt=2/96, sts=0/0/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:09:09.283][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=938736649, vt=2/96, sts=0/0/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:10:17.392][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=1006850188, vt=2/96, sts=6275/6282012/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:19:43.444][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=1572908443, vt=2/96, sts=62082/57243635/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:20:50.469][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=1639927238, vt=2/96, sts=2818/63007482/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:24:29.249][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=1858710797, vt=2/96, sts=24895/83019609/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:25:14.253][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=1903716498, vt=2/96, sts=28725/86756400/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:36:21.618][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=-1723901170, vt=2/96, sts=20941/146757604/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:37:07.779][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 321B, age=-1677738181, vt=2/96, sts=24475/151005607/0x2838a0a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:53:21.819][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-703693616, vt=2/96, sts=61549/71503200/0x270640a, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-04 14:59:54.555][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-310949411, vt=2/96, sts=51610/106570800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:03:42.120][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-83397406, vt=2/96, sts=5543/126982801/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:04:05.859][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=-59646623, vt=2/96, sts=12111/128520270/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:08:50.888][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=225384990, vt=2/96, sts=33075/154998001/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:19:07.477][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=841973567, vt=2/96, sts=21288/210538800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:22:39.799][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1054290248, vt=2/96, sts=44781/229658400/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:23:51.055][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1125543157, vt=2/96, sts=52356/236052000/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:24:41.059][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=1175545547, vt=2/96, sts=57920/240559203/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:30:04.242][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=1498729362, vt=2/96, sts=26954/269615071/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:34:45.506][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1780002978, vt=2/96, sts=55631/294958800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:42:11.101][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=-2069372736, vt=2/96, sts=52849/334180800/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:47:14.330][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-1766151560, vt=2/96, sts=972/361479600/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:48:01.843][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-1718643300, vt=2/96, sts=3564/366634800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:49:13.096][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-1647391656, vt=2/96, sts=10709/373003204/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:51:59.344][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-1481128079, vt=2/96, sts=13439/387097200/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:04:01.186][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-759289131, vt=2/96, sts=17322/452646010/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:10:59.740][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-340731131, vt=2/96, sts=45819/490345201/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:16:24.711][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-15760686, vt=2/96, sts=2882/519598801/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:18:21.639][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=101163732, vt=2/96, sts=11258/530118000/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:25:24.207][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=523733791, vt=2/96, sts=40239/568159200/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:29:21.000][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=760526938, vt=2/96, sts=18691/588250800/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:29:27.496][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 1404B, age=1574016002, vt=2/96, sts=29868/161805600/0x2747e0a, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:01:34.740][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 1404B, age=-793708633, vt=2/96, sts=45915/334648800/0x2747e0a, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:08:40.457][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 1404B, age=-367987893, vt=2/96, sts=56939/372970800/0x2747e0a, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:22:08.366][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 975B, age=439923389, vt=2/96, sts=10247/445665600/0x2747e0a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:57:53.688][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-1158851947, vt=2/96, sts=246/86400/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:00:29.080][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=-1003456349, vt=2/96, sts=23942/14083202/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:01:08.099][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=-964437607, vt=2/96, sts=29401/17622001/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:02:26.311][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=-886225365, vt=2/96, sts=40126/24656401/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:03:05.315][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=-847236887, vt=2/96, sts=45412/28076416/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:08:02.469][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=-550066410, vt=2/96, sts=20330/54849601/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:08:34.621][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-517920427, vt=2/96, sts=24732/57693600/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:16:11.823][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-60711158, vt=2/96, sts=21068/98892000/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:21:23.350][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=250800740, vt=2/96, sts=63732/126982800/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:29:37.140][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=744602000, vt=2/96, sts=1057/171331201/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:32:39.785][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=927252812, vt=2/96, sts=26439/187819201/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:39:34.929][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=1342387113, vt=2/96, sts=16883/225172800/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:40:10.025][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=1377483123, vt=2/96, sts=21552/228340818/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:42:26.088][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=1513547310, vt=2/96, sts=40417/240573602/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:43:03.268][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=1550731878, vt=2/96, sts=45033/243896400/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:45:10.848][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 321B, age=1678307648, vt=2/96, sts=62205/255416412/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:47:57.014][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=1844467668, vt=2/96, sts=19603/270345600/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:48:40.034][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=1887499575, vt=2/96, sts=25566/274284000/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:52:08.169][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=2095629860, vt=2/96, sts=53648/292964400/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:57:54.879][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-1852635509, vt=2/96, sts=31565/324072000/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:03:02.524][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=-1544992427, vt=2/96, sts=8645/10486804/0x283c50b, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:08:25.846][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-1221671051, vt=2/96, sts=29340/380876400/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:12:08.759][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=-998746161, vt=2/96, sts=49351/59698800/0x283c50b, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:19:10.154][Trace][12893][65z4q8u9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=-577347485, vt=2/96, sts=14237/97621471/0x283c50b, muxer (nil) lost_rate:00% req_id:
