Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-01 10:45:43.271][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=313733852, vt=2/96, sts=51704/255067186/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:51:05.761][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=636227334, vt=2/96, sts=21574/284093998/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:12:17.729][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=1908193892, vt=2/96, sts=8613/398415603/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:14:58.501][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=2068967427, vt=2/96, sts=9021/392972400/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:17:06.436][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=-2098068763, vt=2/96, sts=37711/424601986/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:23:43.561][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-1700945034, vt=2/96, sts=52756/440190000/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:36:47.426][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=-917075819, vt=2/96, sts=25383/530823587/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:49:10.696][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1210B, age=-173808384, vt=2/96, sts=39968/597700786/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:02:47.764][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=643262814, vt=2/96, sts=48431/651168001/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:05:38.466][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=813964621, vt=2/96, sts=63179/666529200/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:14:49.548][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=1365045246, vt=2/96, sts=56472/736149586/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:22:49.415][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=1844912172, vt=2/96, sts=41810/779450386/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:28:40.734][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=-2098752235, vt=2/96, sts=14523/811119586/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:43:19.613][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=-1219861389, vt=2/96, sts=42848/890182786/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:05:05.618][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=86145567, vt=2/96, sts=48097/987620401/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:58:16.104][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=-893167851, vt=2/96, sts=0/0/0x283c60d, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:58:36.835][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=-872450135, vt=2/96, sts=820/1864800/0x283c60d, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:59:18.530][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 321B, age=-830748363, vt=2/96, sts=2532/5601601/0x283c60d, muxer (nil) lost_rate:00% req_id:
[2023-11-01 20:58:36.625][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 321B, age=-1567615216, vt=2/96, sts=2041/1130401/0x2836402, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:50:26.064][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=402213980, vt=2/96, sts=0/0/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:42:07.169][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1319B, age=2113377647, vt=2/96, sts=50389/98085600/0x283c302, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:47:19.457][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 1404B, age=-1869291539, vt=2/96, sts=8165/8182800/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:54:08.008][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 321B, age=-1460751724, vt=2/96, sts=38044/44661601/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:33:56.950][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 690B, age=-461733378, vt=2/96, sts=37110/37893600/0x2836409, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:56:48.171][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=909469814, vt=2/96, sts=23520/161373600/0x2836409, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:16:31.613][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=2092928013, vt=2/96, sts=64137/267962400/0x2836409, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:25:58.327][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1635323738, vt=2/96, sts=39927/318585600/0x2836409, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:04:22.834][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=669164046, vt=2/96, sts=0/0/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:10:35.084][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=1041430863, vt=2/96, sts=15992/33480004/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:16:43.373][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=1409716830, vt=2/96, sts=64037/66592807/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:24:27.660][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=1874003387, vt=2/96, sts=60925/108399601/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:29:36.625][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-2112000857, vt=2/96, sts=37172/136242270/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:32:57.594][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-1911025719, vt=2/96, sts=849/154285203/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:47:02.939][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-1065681844, vt=2/96, sts=39729/230385600/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:49:22.603][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-926027425, vt=2/96, sts=55151/242935208/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:59:33.475][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-315150339, vt=2/96, sts=9615/297910801/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:01:52.931][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-175689829, vt=2/96, sts=25623/310471201/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:06:21.215][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=92583485, vt=2/96, sts=58191/334623600/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:13:47.818][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=539197320, vt=2/96, sts=45580/374821200/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:21:15.177][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=986541372, vt=2/96, sts=28769/415083870/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:29:01.758][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1453139768, vt=2/96, sts=14843/457074000/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:00:10.589][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-973000454, vt=2/96, sts=57140/625136416/0x283c305, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:04:27.191][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-716406852, vt=2/96, sts=12978/9518410/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:08:07.558][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=-496030545, vt=2/96, sts=23114/27842401/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:34:12.518][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 472B, age=1068930928, vt=2/96, sts=64068/134722809/0x26d3c0a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:46:29.386][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=1805786351, vt=2/96, sts=32217/201016800/0x26d3c0a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:48:57.309][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 472B, age=1953721502, vt=2/96, sts=47364/214336804/0x26d3c0a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:56:17.891][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 472B, age=-1900664227, vt=2/96, sts=17185/253846802/0x26d3c0a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:03:06.153][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-1492411538, vt=2/96, sts=34203/21052801/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:09:36.906][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-1101666014, vt=2/96, sts=29081/359298042/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:10:19.522][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-1059043606, vt=2/96, sts=29872/364183188/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:23:09.049][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=-289512239, vt=2/96, sts=19440/129330000/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:24:33.371][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-205181967, vt=2/96, sts=44947/441143991/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:25:14.799][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=-163753652, vt=2/96, sts=45755/445809586/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:34:47.680][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=409126548, vt=2/96, sts=4528/192229220/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:36:32.242][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=513689127, vt=2/96, sts=23564/201772800/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:07:03.633][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=-1949900530, vt=2/96, sts=40878/670168788/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:09:27.796][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-1805727947, vt=2/96, sts=43324/683546395/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:15:47.442][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-1426094201, vt=2/96, sts=49753/717584413/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:16:08.162][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=-1405375793, vt=2/96, sts=50224/719103600/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:27:08.506][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-745016156, vt=2/96, sts=62428/779839192/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:30:54.594][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=-518941270, vt=2/96, sts=1204/798584400/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:31:35.491][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-478039328, vt=2/96, sts=2021/803249992/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:32:36.656][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-416864483, vt=2/96, sts=3016/809236791/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:46:55.811][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=442290550, vt=2/96, sts=19138/885369600/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:48:16.892][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=523361956, vt=2/96, sts=20617/892601995/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:52:03.574][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=750044697, vt=2/96, sts=25170/913478387/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:52:43.836][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=790316134, vt=2/96, sts=25927/918082787/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:56:13.394][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=999868211, vt=2/96, sts=29157/935582431/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:03:08.026][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=1414504769, vt=2/96, sts=33803/972831594/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:05:34.300][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=1560775939, vt=2/96, sts=35166/985824064/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:15:46.639][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-2121867696, vt=2/96, sts=41473/1041980405/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:22:02.918][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-1745582487, vt=2/96, sts=45789/1076489987/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:46:21.447][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=-287046555, vt=2/96, sts=61167/1206540007/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:49:48.463][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=-80032539, vt=2/96, sts=63514/1226070012/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:54:38.503][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 472B, age=210015701, vt=2/96, sts=1063/1250866843/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:56:41.989][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=333486428, vt=2/96, sts=2318/1262869247/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 01:02:35.364][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 472B, age=686860763, vt=2/96, sts=5030/1293404477/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:46:24.517][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=91514014, vt=2/96, sts=18052/21445110/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:45:18.278][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14508) ps rtp packet 1404B, age=-669689570, vt=2/96, sts=1979/5576940/0x26d7a0e, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:55:43.944][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14508) ps rtp packet 1404B, age=-44024426, vt=2/96, sts=22484/61901010/0x26d7a0e, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:01:47.365][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 1404B, age=319397012, vt=2/96, sts=0/0/0x26d7a07, muxer (nil) lost_rate:00% req_id:
[2023-11-03 22:03:46.123][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-951794111, vt=2/96, sts=34255/10130400/0x278a006, muxer (nil) lost_rate:00% req_id:
[2023-11-06 12:34:06.797][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=730598221, vt=2/96, sts=63988/97790400/0x2838806, muxer (nil) lost_rate:00% req_id:
[2023-11-06 12:35:08.912][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=792705089, vt=2/96, sts=15063/103460400/0x2838806, muxer (nil) lost_rate:00% req_id:
[2023-11-07 14:48:01.681][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 321B, age=676192018, vt=2/96, sts=58366/250624801/0x283640a, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:29:35.996][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=-961841990, vt=2/96, sts=28513/43599600/0x283e20d, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:07:43.398][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=1381574088, vt=2/96, sts=20411/24634800/0x2e4a006, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:24:08.222][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 321B, age=-1928573975, vt=2/96, sts=50287/113173217/0x2e4a006, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:36:57.335][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14076) ps rtp packet 1404B, age=1995897438, vt=2/96, sts=17479/156247200/0x2e4a00a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:09:49.593][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 696B, age=1688942623, vt=2/96, sts=19130/139575870/0x283df04, muxer (nil) lost_rate:00% req_id:
[2023-11-03 10:43:26.667][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=1176478184, vt=2/96, sts=20169/22219200/0x283c40f, muxer (nil) lost_rate:00% req_id:
[2023-11-03 15:17:32.147][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 1404B, age=442087639, vt=2/96, sts=11102/37213920/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 15:31:47.513][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1297454373, vt=2/96, sts=3627/5284800/0x26d7e0e, muxer (nil) lost_rate:00% req_id:
[2023-11-03 16:25:59.596][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14164) ps rtp packet 1404B, age=254570941, vt=2/96, sts=25467/30261600/0x283df04, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:24:46.926][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-513076338, vt=2/96, sts=48799/110464200/0x2834b0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:32:20.113][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 321B, age=-59886280, vt=2/96, sts=4219/151350872/0x2834b0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:55:42.245][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=1342250745, vt=2/96, sts=4271/9747270/0x2834b0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:11:11.141][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14256) ps rtp packet 1404B, age=-2023828166, vt=2/96, sts=17087/27448650/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:13:53.412][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14256) ps rtp packet 1404B, age=-1861547515, vt=2/96, sts=27071/42010110/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:18:49.197][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14256) ps rtp packet 321B, age=-1565777457, vt=2/96, sts=44305/68749381/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:27:04.623][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14256) ps rtp packet 321B, age=-1070336079, vt=2/96, sts=2861/113197144/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:29:43.186][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14256) ps rtp packet 1404B, age=-911779461, vt=2/96, sts=11053/127474200/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:30:45.549][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14256) ps rtp packet 1404B, age=-849411127, vt=2/96, sts=13877/133094970/0x2834b03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:33:41.103][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=-673874730, vt=2/96, sts=6642/124406280/0x2834b0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:43:44.130][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=-70829708, vt=2/96, sts=1405/1912050/0x2834b0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:49:26.935][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 321B, age=271975930, vt=2/96, sts=6079/18262802/0x26d3a02, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:54:15.298][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 321B, age=560329254, vt=2/96, sts=36196/58526829/0x2834b0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:03:44.557][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1129590675, vt=2/96, sts=23844/25543800/0x2834b02, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:13:16.939][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=1701972341, vt=2/96, sts=5844/77095891/0x2834b02, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:14:57.639][Trace][36369][q27a1727] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1802663669, vt=2/96, sts=15067/86133870/0x2834b02, muxer (nil) lost_rate:00% req_id:
